product_guid,title,price_mean,price_std,price_confidence,core_material_score,core_material_conf,availability_score,availability_conf,warranty_mean,warranty_std,warranty_conf,reviewer_opinion_score,reviewer_opinion_conf,board_weight_mean,board_weight_std,board_weight_conf,carving_score,carving_conf,powder_mean,powder_std,powder_conf,edge_hold_score,edge_hold_conf,chatter_score,chatter_conf,positive_aspect_score,positive_aspect_conf,negative_aspect_score,negative_aspect_conf,return_policy_score,return_policy_conf,jibbing_score,jibbing_conf,overall_rating_mean,overall_rating_std,overall_rating_conf,speed_score,speed_conf,jumps_score,jumps_conf,pipe_score,pipe_conf,flex_rating_mean,flex_rating_std,flex_rating_conf,sidecut_radius_mean,sidecut_radius_std,sidecut_radius_conf,sidecut_radius_159_mean,sidecut_radius_159_std,sidecut_radius_159_conf,effective_edge_mean,effective_edge_std,effective_edge_conf,waist_width_mean,waist_width_std,waist_width_conf,setback_mean,setback_std,setback_conf,taper_mean,taper_std,taper_conf,stance_width_mean,stance_width_std,stance_width_conf,contact_length_mean,contact_length_std,contact_length_conf,tip_tail_width_mean,tip_tail_width_std,tip_tail_width_conf,tip_tail_width_159_mean,tip_tail_width_159_std,tip_tail_width_159_conf,recommended_weight_mean,recommended_weight_std,recommended_weight_conf,recommended_weight_159_mean,recommended_weight_159_std,recommended_weight_159_conf,turn_initiation_mean,turn_initiation_std,turn_initiation_conf,camber_profile_score,camber_profile_conf,terrain_suitability_mean,terrain_suitability_std,terrain_suitability_conf,on_snow_feel_score,on_snow_feel_conf,board_category_score,board_category_conf,comparable_board,camber_profile,base_material,terrain_suitability,topsheet,board_designer,manufacturing_location,board_category,shape,laminate,model_year,sustainability_certification,construction_material_innovation,sidewall_material,edge_technology,sidecut_type,binding_compatibility,predecessor_model_name,rider_level,brand,gender,mounting_pattern,product_type
VPtUDVqozI,Salomon_SAS_Amer_Sports Highpath,759.99,115,0.99,0.6,0.8,1.0,0.99,2.13,0.85,0.2,0.5,0.01,2600,855,0.44,0.5,0.01,6,2.42,0.2,0.7,0.8,0.8,0.4,0.5,0.01,0.7,0.7,0.5,0.01,0.5,0.01,87,5,0.96,0.5,0.01,0.5,0.01,0.5,0.01,7,0.84,0.82,7,0.38,0.99,8,0.35,0.99,118,2,0.99,26,0,0.99,20,7,0.99,5,2,0.2,56,2,0.99,113,45,0.2,30,1,0.99,30,1,0.8,78,3,0.99,85,5,0.8,3,0.84,0.7,0.5,0.01,9,3.59,0.2,0.8,0.8,0.5,0.01,Burton_Instigator_NS_Hammer_Korua_Otto_Tahoe_DT_Yes_Basic_Cardiff_Lynx,,50pct_Recycled_Sintered_Base,,ABC_Wrapper_Topsheet,Nils_Mindnich,China,,Tapered_Directional,BA_MD_Fiberglass,2026,Yes,BFX_Basalt,Recycled_ABS,,Quadratic_Sidecut,,,Advanced,Salomon,Unisex,2x4_Inserts,Snowboard
VrBN6Ou32u,thirtytwo_within_Nidecker_Group Middle_Earth_Stevens_Pro_LTD_Snowboard,1079.99,115,1.0,0.8,0.42,0.8,0.8,2.13,0.85,0.2,0.5,0.01,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.7,0.7,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,5,0.45,0.95,8,0.9,0.7,8,3.11,0.2,118,2,0.95,26,0,0.95,0,7,1.0,0,2,1.0,55,22,0.2,113,45,0.2,30,12,0.2,30,12,0.2,73,29,0.2,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,CAPiTA_DOA_Burton_Custom_Endeavor_Pioneer_Spring_Break,,8_4M_Sintered,,Impact_Shield_Topsheet,Scott_Stevens,SWS_Solico_Winter_Sport_Dubai,,True_Twin_Twin_Tip,Triax_Fiberglass,Season_2025_2026,Fast_Wend_Natural_Wax_eco_friendly,Twin_Carbon_Boost_Stringers,RailGuard_Sidewall_flexible_impact_resistant,Hardened_Steel_Edge_modified_stronger,Progressive_Five_Radius_Blend,T32M_FASE_Bindings_349_95_bundle_949_90,,Intermediate,thirtytwo,Mens,2x4_Inserts,Snowboard
Vz2522zK3z,Bataleon_part_of_Nidecker_Group Tornado_Beyond_Medals,1049.99,160,0.9,0.7,0.8,0.0,0.99,3.0,0.25,1.0,0.7,0.8,2882,1153,0.2,0.7,0.97,7,0.98,0.8,0.5,0.7,0.2,0.9,0.85,0.8,0.3,0.8,0.75,0.8,0.7,0.8,84,34,0.2,0.7,0.8,0.9,0.8,0.5,0.8,8,0.45,0.95,7,0.81,0.76,7,0.75,0.76,119,4,0.76,25,1,0.76,8,3,0.2,5,2,0.2,55,5,0.76,113,45,0.2,30,2,0.76,30,2,0.76,76,7,0.76,81,6,0.76,3,0.69,0.8,0.5,0.01,9,3.59,0.2,0.6,0.8,0.5,0.01,United_Shapes_Cadet_Korua_Otto_K2_Manifest_Yes_Typo_Jones_Frontier_etc,,Ultra_Glide_S_7000_grade_sintered,,,Tor_Lundstrom_and_BYND_x_MDLS_crew,SWS_Dubai,,Directional_Twin_elongated_nose_squared_tail,Tri_Ax_three_way_fiberglass_weave,2027,Plant_based_WEND_WAX_all_boards_2025_26,Carbon_Stringers_pop_edge_response_dampening,Urethane_Poured_FlexWalls_shock_absorption,A_grade_German_stainless_steel_28_inserts,Triple_radius_sidecut,,Whatever_Beyond_Medals_variant,Intermediate_Advanced,Bataleon,Mens,2x4_Inserts,Mens_Snowboard
W52mkPZTDo, T1,899.99,159,0.9,0.65,0.7,0.5,0.7,2.0,0.25,0.99,0.5,0.01,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.7,0.7,0.1,0.73,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,7,0.45,0.99,8,0.38,1.0,9,0.35,1.0,119,47,0.2,25,1,0.67,0,7,0.99,5,2,0.2,54,5,0.8,106,3,1.0,29,2,0.67,29,2,0.67,70,3,1.0,80,8,0.6,2,0.84,0.7,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,CAPiTA_DOA_true_twin_am_freestyle,,Sintered_EcoSpeed_HD_recycled,,,Sam_Taxwood,Built_with_100pct_solar_power,,Twin_symmetrical,Bi_Lite_Laminates_bidirectional,2027,Made_with_100pct_solar_power,,Ureshred_Sidewalls_polyurethane,Recycled_Railkiller_Edge_50pct_recycled_steel,Radial_single_radius,Standard_2x4_not_channel,,Intermediate_Advanced,Nitro_AG,Mens,2x4_Inserts,Snowboard
WAmtBisp9i,Burton_Snowboards_founded_1977_Vermont Custom_X,769.99,115,1.0,0.8,0.7,0.8,0.8,3.0,0.25,1.0,0.6,0.7,2720,260,0.98,0.85,0.96,3,0.98,0.8,0.7,0.59,0.6,0.55,0.85,0.8,0.4,0.8,0.5,0.01,0.1,0.8,92,5,0.98,0.7,0.8,0.9,0.8,0.8,0.8,8,0.78,0.84,8,0.52,0.9,8,0.49,0.9,120,2,0.9,25,0,0.9,12,7,0.99,0,3,0.87,53,3,0.9,124,6,0.82,30,1,0.9,30,12,0.2,80,5,0.9,80,5,0.8,6,0.84,0.7,0.5,0.01,9,3.59,0.2,0.95,0.9,0.5,0.01,Capita_Mega_Mercury_hybrid_camber_better_powder,,Sintered_WFO_high_density,,Lenticular_style_graphics_illusion_of_motion,Bruno_Penabranca,Austria,,Directional,,2025,Yes_B_Corporation,45_degree_Carbon_Highlights_High_Voltage,,Frostbite_Edges_enhanced_edge_hold,,All_major_brands_optimized_Burton_EST,,Expert,Burton,Mens,The_Channel_single_slot,Snowboard
WJYliImzXL,CAPiTA_MFG Spring_Break_Stairmaster,899.99,221,0.81,0.6,0.7,0.5,0.8,2.0,0.49,0.8,0.85,0.9,2882,1153,0.2,0.7,1.0,3,0.98,0.8,0.7,0.8,0.7,0.8,0.75,0.8,0.5,0.8,0.5,0.01,0.7,0.8,84,34,0.2,0.7,0.8,0.8,0.8,0.7,0.8,6,1.07,0.71,8,0.72,0.81,8,0.67,0.81,122,3,0.81,26,1,0.81,0,7,0.99,0,2,0.99,56,5,0.81,113,45,0.2,30,1,0.81,30,1,0.81,72,6,0.81,76,5,0.8,3,0.69,0.8,0.5,0.01,9,3.59,0.2,0.8,0.8,0.5,0.01,Ride_TwinPig,,Superdrive_ADV_Sintruded,,PLT_Topsheet_Technology_featherlight,Corey_Smith_Dr_Smith,Austria_MotherShip_Feistritz,,Twin_symmetrical,Special_Blend_Fiberglass_Biax_Magic_Bean,2027,100pct_clean_energy_hydro_solar,4x20mm_Carbon_Aramid_Boosters,ABS_sidewall,None_standard_steel_edges_only,Radial_single_radius,,,Intermediate_to_Advanced,CAPiTA,Mens,2x4_inserts,Snowboard
Wc72amuQ4U,Burton_Snowboards_Inc Counterbalance_Deco,759.99,115,1.0,0.8,0.7,1.0,0.95,3.0,0.25,1.0,0.7,0.8,2882,1153,0.2,0.85,0.96,7,0.98,0.8,0.75,0.7,0.5,0.01,0.8,0.8,0.6,0.7,0.5,0.01,0.5,0.8,84,34,0.2,0.7,0.8,0.8,0.8,0.8,0.8,8,1.34,0.54,8,3.03,0.2,8,3.11,0.2,119,47,0.2,26,10,0.2,2,7,0.95,8,2,1.0,55,22,0.2,113,45,0.2,30,12,0.2,30,12,0.2,73,29,0.2,80,32,0.2,3,0.69,0.8,0.5,0.01,9,3.59,0.2,0.7,0.8,0.5,0.01,Amplid_Souly_Grail_K2_Alchemist_US_Cadet_Jones_Flagship_Pro_etc,,Sintered_WFO_high_density_wax_infused,,,Sophie_Sellstrom_art_deco_floral,China_and_Austria,,Tapered_Directional,45_degree_Carbon_Highlights_tip_to_tail,2026,Reduces_carbon_footprint_50pct_vs_petroleum,Dualzone_EGD_engineered_grain_direction,,Frostbite_Edges_extended_beneath_bindings,,Channel_compatible_all_major_brands_EST_only_with_Channel,Combines_Deep_Thinker_Cartographer_original_Custom,Intermediate,Burton,Unisex,The_Channel_Burton_all_major_bindings,Snowboard
WcFu9U0WdM,Nitro_AG_Hunenberg_Switzerland Phase,799.99,136,0.93,0.55,0.7,0.5,0.8,2.0,0.25,0.98,0.5,0.01,2882,1153,0.2,0.7,0.6,6,2.42,0.2,0.5,0.01,0.5,0.01,0.65,0.7,0.5,0.01,0.3,0.8,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,0.45,1.0,6,0.74,0.8,8,3.11,0.2,119,47,0.2,26,10,0.2,15,7,1.0,5,2,0.2,54,6,0.7,109,3,1.0,30,1,1.0,30,12,0.2,65,3,1.0,80,32,0.2,3,1.26,0.2,0.5,0.01,10,0.45,1.0,0.5,0.01,0.5,0.01,Jones_Mountain_Twin_best_for_most_resort_riders,,Premium_Extruded_FH_Base,10.0,,,,,Directional,Bi_Lite_Laminates_biaxial,2027_Season_2026_27,Made_with_100pct_Solar_Power,No_carbon_reinforcement_unlike_Alternator,ABS_Sidewall_35pct_recycled_polymers,Recycled_Steel_Edge_50pct,Dual_Degressive,Nitro_Rambler_bindings,,Intermediate_Advanced,Nitro,Mens,2x4_Inserts,Snowboard
WowzaDBiX1,Mervin_Manufacturing Skunk_Ape,1169.99,115,1.0,0.75,0.8,0.5,0.01,2.13,0.85,0.2,0.7,0.7,2882,1153,0.2,0.65,0.7,6,2.42,0.2,0.85,0.8,0.85,0.8,0.85,0.8,0.6,0.8,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,7,0.45,1.0,8,0.38,1.0,8,3.11,0.2,119,47,0.2,26,10,0.2,1,7,1.0,5,2,0.2,60,5,0.8,115,3,1.0,30,1,1.0,30,12,0.2,75,9,0.6,80,32,0.2,3,0.84,0.7,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Ride_Warpig_Superpig,,Sintered_Knife_Cut_Base,,Eco_Sublimated_Poly_Topsheet,Quincy_Quigg,Handbuilt_in_USA,,True_Twin,Tri_Ax_Bi_Ax_Fiber_with_Basalt_Alloy,2025_2026,FSC_certified_wood_core,UHMW_Tip_Tail_Impact_Deflection,Birch_Internal_UHMW_Sintered_Sidewall,Magne_Traction_serrated_edges,,,,Intermediate_Advanced,Lib_Tech,Mens,2x4_Inserts,
Wq0ZFMTUIQ,Nidecker_family_owned_Swiss_company Alpha,849.99,115,1.0,0.65,0.8,0.5,0.8,2.0,0.49,0.8,0.7,0.8,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.65,0.6,0.4,0.7,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,0.45,0.97,8,0.38,0.97,8,3.11,0.2,119,2,0.97,26,0,0.97,2,7,0.97,1,6,0.6,54,2,0.97,113,45,0.2,30,1,0.97,30,12,0.2,80,3,0.97,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,CAPiTA_Kazu_Kokubo_Pro_closest_competitor,,N-7000_Hybrid,,Absorbnid_vibration_absorbing,Mat_Crepel,,,Directional,Biax_Plus,2027,1pct_of_sales_to_environmental_initiatives,Pop_Carbon_strategic_carbon_fiber,,,,Compatible_with_any_binding,,Intermediate-Advanced,Nidecker,Mens,2x4_inserts_6_rows,Snowboard
XXtqENZp3h,Never_Summer_Industries Propaganda,599.99,119,0.94,0.65,0.7,1.0,1.0,2.13,0.85,0.2,0.6,0.6,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.7,0.7,0.85,0.62,0.8,0.7,0.5,0.73,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,0.45,1.0,7,1.04,0.6,8,3.11,0.2,125,2,0.99,25,1,0.59,8,3,0.2,5,2,0.2,55,22,0.2,113,45,0.2,30,1,0.99,30,12,0.2,68,4,0.93,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,CAPiTA_DOA_Defenders_of_Awesome,,Durasurf_Sintered_4501,,Poly_Thermo_Topsheet,,Denver_Colorado_USA,,True_Twin,Bi_Lite_Fiberglass,2024,None_explicitly_stated,Underfoot_Balancing_Stabilisers,Sintered_P_Tex_Sidewall,Full_Wrap_Metal_Edges,Vario_Power_Grip_Sidecut,,,Beginner_to_advanced_jibbers,Academy_Snowboards,Mens,Stainless_10mm_2x4_Inserts,Snowboard
Xrqyf8xW1D,Salomon_SAS_Annecy_France Indicator,1049.99,115,0.95,0.65,0.7,0.7,0.7,2.0,0.25,0.99,0.5,0.01,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.7,0.7,0.7,0.6,0.3,0.8,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,5,0.45,1.0,8,3.03,0.2,8,3.11,0.2,114,2,0.95,26,0,0.95,8,3,0.2,5,2,0.2,55,22,0.2,113,45,0.2,30,2,0.72,30,2,0.72,73,29,0.2,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,749.95,,50pct_Recycled_Sintered_Base,,Olive_wood_veneer_premium_sustainable,Wolfgang_Nyvelt_shaper_rider_20yrs_Asmo_founder,Factories_across_Europe_and_Asia_some_Made_in_China,,Tapered_Directional,BIAX_HD_Fiberglass,2027,Sustainability_cornerstone_of_design_development,Popster_milled_core_varying_thickness,66pct_Recycled_ABS_Sidewalls,,Radial_Sidecut,,,Intermediate-Advanced,Salomon,Mens_Womens_Unisex,2x4_Inserts,Snowboard
Xw8yyFV799, Superpig,1049.99,115,1.0,0.85,0.8,0.4,0.8,3.0,0.49,0.8,0.75,0.8,2580,809,0.5,0.85,0.96,7,0.98,0.8,0.5,0.7,0.7,0.8,0.75,0.7,0.4,0.8,0.5,0.01,0.5,0.8,84,34,0.2,0.7,0.8,0.8,0.8,0.5,0.8,8,0.95,0.77,6,0.9,0.7,7,0.69,0.8,115,2,1.0,27,0,1.0,0,7,1.0,10,2,1.0,56,6,0.7,113,45,0.2,32,1,1.0,32,1,0.8,82,6,0.8,92,8,0.6,5,0.84,0.7,0.5,0.01,9,3.59,0.2,0.7,0.8,0.5,0.01,YES_Hybrid_volume_shifted_directional,,Sintered_Stone_Ground_Race_Base_carbon_infused,,Topless_Topsheet_graphics_on_fiberglass,,Guangzhou_Province_China,,Tapered_Directional,Carbon_Infused_Glass_Carbon_Array_5_Double_Impact_Plates,2027,FSC_Certified_Materials_base_stickers_shipping_boxes,90deg_carbon_fibers_stitched_into_glass_pop_response,Carbon_Slimewalls_carbon_urethane_composite,Cleave_Edge_Steel_50pct_more_steel,Tapered_Bi_Radial_Sidecut,,,Intermediate_Advanced,Ride_Snowboards,Unisex,2x4_Inserts,Snowboard
YE75AiB2va,CAPiTA_Super_Corporation The_Black_Snowboard_of_Death,1299.99,115,1.0,0.7,0.7,0.4,0.8,2.0,0.25,0.99,0.85,0.8,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.65,0.8,0.5,0.01,0.65,0.6,0.6,0.8,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,0.83,0.82,8,0.9,0.7,8,3.11,0.2,120,2,0.96,26,0,0.96,2,7,0.96,5,2,0.2,56,2,0.96,113,45,0.2,30,1,0.96,30,12,0.2,72,3,0.96,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Korua_Otto_Mercury_YES_NSB_Jones_MT_K2_Manifest,,Megadrive_XT_sintered_UHMW_carbon_fluro,,PLT_Technology,,Austria_Feistritz_ad_Gail,,Tapered_Directional,Holysheet_Tri_Tri_Fiberglass,2027,Certified_B_Corporation_score_98_9,4x20mm_Fairmat_Carbon_Amplifiers,Full_ABS1000_Sidewalls,,New_Age_Progressive_plus_Death_Grip,,,Advanced_Expert,CAPiTA,Mens,2x4_Inserts,Snowboard
YHkc5wG2xz,Never_Summer_Industries_Inc Proto_Slinger,664.99,115,0.95,0.7,0.8,1.0,0.99,3.0,0.49,0.8,0.8,0.8,2882,1153,0.2,0.8,0.8,5,1.2,0.7,0.8,0.8,0.5,0.01,0.7,0.7,0.7,0.8,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,4,0.45,0.99,8,1.17,0.5,8,3.11,0.2,119,2,0.92,25,0,0.92,0,7,0.99,0,2,0.92,55,22,0.2,113,45,0.2,30,1,0.92,30,12,0.2,80,6,0.8,80,32,0.2,4,0.97,0.6,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Feels_like_higher_end_faster_GNU_Money,,Durasurf_XT_Sintered_5501,,Co_Extruded_Polymer_Topsheet_durable_lightweight,Sam_Anderson,Denver_Colorado_USA_handcrafted,,Asymmetrical_Twin,Bi_Lite_Fiberglass_lightweight_strong,2025_2024_2025_season,,Carbon_VXR_Laminate_Technology_torsional_pop,Sintered_UHMW_Polyethylene_Sidewalls,Full_Wrap_Metal_Edge,Asym_Vario_Power_Grip_Sidecut_multiple_radii,,Funslinger,Intermediate_to_Advanced,Never_Summer_Industries,Mens,2x4_Inserts,Snowboard
YerKncJ6rf, Highpath,629.99,115,1.0,0.7,0.9,0.0,0.99,2.0,0.49,0.8,0.5,0.01,2882,1153,0.2,0.75,0.7,6,1.2,0.7,0.9,0.9,0.65,0.6,0.8,0.8,0.5,0.8,0.5,0.01,0.7,0.8,84,34,0.2,0.6,0.7,0.8,0.6,0.8,0.6,8,0.45,0.97,8,3.03,0.2,8,3.11,0.2,118,2,0.93,26,0,0.93,20,8,0.93,4,6,0.49,55,22,0.2,113,45,0.2,30,1,0.93,30,1,0.8,78,4,0.93,85,5,0.8,3,0.69,0.8,0.5,0.01,9,3.59,0.2,0.8,0.8,0.5,0.01,Burton_Instigator_NS_Hammer_Korua_Otto_TL_DT_Yes_Basic_Cardiff_Lynx,,50pct_Recycled_Sintered_EG_Electra_Gallium,,Castor_bean_bio-based_topsheet,Nils_Mindnich_and_Victor_Daviet,China,,Tapered_Directional,BA_MD_Glass_Biaxial_Medium_Density,2025,28pct_bio_50pct_recycled_base_20pct_recycled_edges,Bamboo_veneers_reduce_fiberglass_resin_40pct,Recycled_ABS_Sidewalls,,Quadratic,,Salomon_Ultimate_Ride,Intermediate_to_Expert,Salomon,Unisex,2x4_Inserts,Snowboard
YmBH4HNLYB,Never_Summer_Industries Valhalla,1049.99,115,1.0,0.7,0.8,0.4,0.7,3.0,0.25,1.0,0.5,0.01,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.95,0.89,0.5,0.7,0.7,0.7,0.4,0.8,0.5,0.01,0.5,0.01,90,10,0.8,0.5,0.01,0.5,0.01,0.5,0.01,8,0.45,1.0,7,1.04,0.6,8,1.29,0.3,118,2,1.0,26,0,1.0,25,7,1.0,7,2,1.0,54,3,0.89,113,45,0.2,30,1,1.0,30,1,0.8,76,3,0.98,86,5,0.8,5,0.84,0.7,0.5,0.01,10,0.45,0.99,0.5,0.01,0.5,0.01,Jones_Flagship_ranked_1_freeride_flex_8_directional_rocker,,Durasurf_XT_Sintered_5501_Base,10.0,Co_Extruded_Polymer,,Denver_Colorado_USA,,Directional,Full_Recluse_Carbon_Web_STS_Pretensioned_Fiberglass_BiLite,2027,Prides_on_sourcing_materials_from_US_as_possible,Full_length_carbon_web_tip_to_tail_powerful_snap,Sintered_UHMW_Polyethylene,RIP_Edge_Hold_Technology_Rocker_Integrated_Performance,Five_different_radii_extra_contact_points,,,Intermediate_Advanced,Never_Summer,Mens,2x4,Snowboard
YngwBvpjlV,Bataleon_Snowboards_Low_Pressure_Studio Whatever,949.99,115,1.0,0.65,0.8,0.5,0.8,2.13,0.85,0.2,0.8,0.8,2940,265,0.95,0.5,0.01,6,2.42,0.2,0.5,0.8,0.75,0.7,0.75,0.7,0.3,0.8,0.75,0.8,0.5,0.01,86,6,0.93,0.5,0.01,0.5,0.01,0.5,0.01,5,0.53,0.93,8,0.38,1.0,8,3.11,0.2,120,2,1.0,26,0,1.0,0,7,1.0,5,2,0.2,57,5,0.8,113,45,0.2,30,1,1.0,30,12,0.2,81,3,1.0,80,32,0.2,2,0.69,0.8,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Ride_Shadowban_hybrid_camber_quiver_killer,,Hyper_Glide_S_sintered,,,,Austria,,Directional_Twin,Bi-Ax_biaxial_fiberglass,2027,Flip_Flop_Base_minimizes_waste_offcuts,Carbon_Stringers,Urethane_Flex_Walls,Reduces_edge_catch_maintains_ollie_carving,,Standard_non_Burton_EST,,Intermediate,Bataleon,Unisex,2x4_Inserts,Snowboard
Z4Q0GblKxU,Nidecker_family_owned_Swiss_company_Rolle Beta,849.99,115,1.0,0.7,0.8,0.5,0.8,2.0,0.49,0.8,0.8,0.8,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.45,0.8,0.5,0.01,0.75,0.68,0.3,0.68,0.4,0.7,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,4,0.45,1.0,8,0.38,1.0,8,3.11,0.2,118,2,1.0,26,0,1.0,40,7,1.0,10,2,1.0,54,2,1.0,103,3,1.0,29,1,1.0,30,12,0.2,78,7,0.78,80,32,0.2,3,0.97,0.6,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,YES_PYL_Burton_FA_Jones_Flagship_Rossignol_XV_LibTech_BRD_etc,,N_7000_Hybrid_extruded_sintered_durability,,Absorbnid_vibration_absorbing_smooth_ride,,,,Tapered_Directional,Biax_Plus_90deg_weave_enhanced_power_transfer,2027,Made_from_most_sustainably_sourced_timber,Premium_Sandwich_Construction_carbon_stringers,,,,,,Intermediate_Advanced,Nidecker,Unisex_Mens_listed_under_mens,2x4_Inserts_6_rows,Snowboard
Z5ADFyMD1V,Mervin_Manufacturing Mayhem_Ripper_2027,1199.99,115,0.99,0.75,0.8,0.4,0.7,1.0,0.26,0.95,0.5,0.01,2760,260,0.96,0.5,0.01,6,2.42,0.2,0.7,0.8,0.35,0.8,0.75,0.7,0.4,0.8,0.5,0.01,0.05,0.8,73,5,0.94,0.5,0.01,0.5,0.01,0.5,0.01,6,0.45,0.96,8,0.74,0.8,8,0.69,0.8,119,47,0.2,26,1,0.63,0,7,0.97,5,2,0.2,57,5,0.8,113,3,0.97,30,2,0.63,30,2,0.63,65,9,0.6,75,8,0.6,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.95,0.9,0.5,0.01,Burton_Custom_Camber_679_95,,Sintered_Knife_Cut_Base,,Eco_Sublimated_Poly_Topsheet,Matt_Mayhem_Biolos_Lost_Surfboards,Sequim_Washington_USA,,True_Twin,Tri_Ax_Bi_Ax_Fiber,2027,Zero_hazardous_waste_production,3way_fiber_snap_decrease_vibrations,Birch_Internal_plus_UHMW_Sintered,No_Magne_Traction_traditional_edges,Progressive_twin_sidecut,All_standard_2x4_excludes_Burton_3D_EST,Lib_Tech_Mayhem_Rad_Ripper,Intermediate_Advanced,Lib_Tech,Mens,2x4_Inserts,Snowboard
Z6PFaeBlBM, Huck_Knife_Pro,692.99,115,0.99,0.75,0.8,0.4,0.6,2.0,0.65,0.65,0.5,0.01,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.8,0.8,0.5,0.01,0.8,0.8,0.5,0.8,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,9,1.08,0.7,8,3.03,0.2,8,3.11,0.2,122,2,0.99,26,0,0.99,0,7,0.99,5,2,0.2,55,22,0.2,113,45,0.2,30,1,0.99,30,1,0.9,65,3,0.99,78,5,0.8,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Capita_DOA_HK_softer_more_jib_friendly,,Sintered_EG_Electra_Gallium,,Graphics_dont_look_great_ride_compensates,Dusty_Henricksen_and_Sven_Thorgren,Altenmarkt_Austria_AMER_factory,,True_Twin_symmetrical_centered,Triax_BA_MD_Glass_European_fiberglass,2025,30pct_bio_based_molecular_from_plants,Ghost_Carbon_Beams_tip_tail_pop_stability,ABS_Sidewalls_Gunslinger_carbon_inlays,,EQ_Rad_Sidecut_equalizer_radial_blend,,Salomon_Huck_Knife_standard,Advanced_Expert,Salomon,Mens,2x4_Inserts,Snowboard
ZVutVOH5yg,Nidecker_Group_NDK Rally_Cat,849.99,115,1.0,0.75,0.8,0.5,0.8,3.0,0.49,0.8,0.85,0.9,2700,260,1.0,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.8,0.8,0.5,0.8,0.5,0.7,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,3,1.13,0.68,8,0.38,1.0,9,0.35,1.0,115,2,0.95,25,0,1.0,20,7,1.0,0,2,1.0,54,2,0.99,106,3,1.0,29,1,0.8,30,12,0.2,61,3,0.99,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Capita_Space_Metal_Fantasy_Jones_Airheart_K2_Coldshoulder_Gnu_Velvet,,Sintered_8000_UHMWPE_carbon_ultra_fast_durable,,Premium_Topsheet_durable_scratch_resistant,Inaki_Odriozola,Dubai_UAE_SWS_Factory,,Directional_Twin,Biaxial_Fiberglass_dual_layer_dual_directional,2027,100pct_solar_power_since_2020_89pct_CO2_drop,,Recycled_ABS_rounded_finish_deflects_impact,Medium_Traction_Tech_strategic_contact_points,Progressive_Sidecut,,,Beginner_Intermediate,Jones_Snowboards,Mens,2x4_Inserts_Standard_Pack,Snowboard
